SERIES,DESCRIPTION
XUDLUSG,Effective exchange rate index - US $ (1990 average = 100)

DATE,XUDLUSG
16 Jan 1985,157.3712
17 Jan 1985,157.4135
18 Jan 1985,157.3657
21 Jan 1985,156.7958
22 Jan 1985,156.9307
23 Jan 1985,157.3145
24 Jan 1985,156.9312
25 Jan 1985,157.0481
28 Jan 1985,157.1918
29 Jan 1985,157.0839
30 Jan 1985,157.1036
31 Jan 1985,157.1
01 Feb 1985,157.5938
04 Feb 1985,158.982
05 Feb 1985,159.2562
06 Feb 1985,159.499
07 Feb 1985,159.8754
08 Feb 1985,160.0259
11 Feb 1985,160.9917
12 Feb 1985,161.7268
13 Feb 1985,162.0614
14 Feb 1985,161.4009
15 Feb 1985,160.1674
18 Feb 1985,161.2607
19 Feb 1985,161.8767
20 Feb 1985,162.4946
21 Feb 1985,163.4011
22 Feb 1985,165.2661
25 Feb 1985,167.0521
26 Feb 1985,167.0895
27 Feb 1985,163.2942
28 Feb 1985,163.6674
01 Mar 1985,164.585
04 Mar 1985,164.5304
05 Mar 1985,165.7325
06 Mar 1985,166.6633
07 Mar 1985,165.6676
08 Mar 1985,165.4065
11 Mar 1985,163.8296
12 Mar 1985,163.6987
13 Mar 1985,164.1108
14 Mar 1985,164.7611
15 Mar 1985,164.4567
18 Mar 1985,163.5962
19 Mar 1985,161.5154
20 Mar 1985,160.8847
21 Mar 1985,158.581
22 Mar 1985,159.59
25 Mar 1985,160.2349
26 Mar 1985,159.4127
27 Mar 1985,156.9001
28 Mar 1985,156.6244
29 Mar 1985,155.6404
01 Apr 1985,156.1607
02 Apr 1985,157.5163
03 Apr 1985,156.8271
04 Apr 1985,158.3195
09 Apr 1985,158.2396
10 Apr 1985,157.0202
11 Apr 1985,155.4792
12 Apr 1985,155.1918
15 Apr 1985,153.4173
16 Apr 1985,153.4
17 Apr 1985,153.2171
18 Apr 1985,152.1981
19 Apr 1985,151.7948
22 Apr 1985,152.3504
23 Apr 1985,153.948
24 Apr 1985,156.0348
25 Apr 1985,156.9775
26 Apr 1985,156.6665
29 Apr 1985,156.612
30 Apr 1985,155.829
01 May 1985,157.1198
02 May 1985,157.5059
03 May 1985,158.7058
07 May 1985,158.177
08 May 1985,158.4477
09 May 1985,156.6352
10 May 1985,156.4878
13 May 1985,155.5592
14 May 1985,154.5171
15 May 1985,154.9862
16 May 1985,155.7262
17 May 1985,155.131
20 May 1985,153.5413
21 May 1985,154.9434
22 May 1985,154.7487
23 May 1985,155.5807
24 May 1985,155.4717
28 May 1985,156.1324
29 May 1985,155.7761
30 May 1985,155.3888
31 May 1985,154.715
03 Jun 1985,153.8311
04 Jun 1985,153.8925
05 Jun 1985,154.7274
06 Jun 1985,154.0838
07 Jun 1985,154.7947
10 Jun 1985,155.5441
11 Jun 1985,154.9379
12 Jun 1985,154.9745
13 Jun 1985,155.2463
14 Jun 1985,154.1812
17 Jun 1985,154.35
18 Jun 1985,153.3598
19 Jun 1985,152.6968
20 Jun 1985,154.1702
21 Jun 1985,154.1351
24 Jun 1985,154.1009
25 Jun 1985,154.178
26 Jun 1985,153.5082
27 Jun 1985,153.7298
28 Jun 1985,152.8158
01 Jul 1985,152.9155
02 Jul 1985,153.3326
03 Jul 1985,152.8294
04 Jul 1985,152.7986
05 Jul 1985,152.1867
08 Jul 1985,151.8459
09 Jul 1985,150.2648
10 Jul 1985,149.4461
11 Jul 1985,149.5368
12 Jul 1985,148.1689
15 Jul 1985,147.5422
16 Jul 1985,147.3065
17 Jul 1985,145.8482
18 Jul 1985,146.9885
19 Jul 1985,147.4964
22 Jul 1985,148.0696
23 Jul 1985,146.4922
24 Jul 1985,147.7393
25 Jul 1985,147.4993
26 Jul 1985,147.7061
29 Jul 1985,145.9047
30 Jul 1985,145.9362
31 Jul 1985,145.7561
01 Aug 1985,146.6988
02 Aug 1985,146.8587
05 Aug 1985,146.8234
06 Aug 1985,147.8222
07 Aug 1985,147.6049
08 Aug 1985,147.6737
09 Aug 1985,147.6605
12 Aug 1985,146.5764
13 Aug 1985,145.9105
14 Aug 1985,146.4348
15 Aug 1985,145.7992
16 Aug 1985,145.2618
19 Aug 1985,145.4325
20 Aug 1985,146.1153
21 Aug 1985,145.9
22 Aug 1985,144.7062
23 Aug 1985,144.9957
27 Aug 1985,146.0945
28 Aug 1985,145.7323
29 Aug 1985,146.0665
30 Aug 1985,146.884
02 Sep 1985,147.6677
03 Sep 1985,148.2519
04 Sep 1985,148.2303
05 Sep 1985,148.1878
06 Sep 1985,150.6204
09 Sep 1985,151.1576
10 Sep 1985,150.9246
11 Sep 1985,151.5554
12 Sep 1985,151.2861
13 Sep 1985,150.1696
16 Sep 1985,150.0153
17 Sep 1985,149.3884
18 Sep 1985,149.8925
19 Sep 1985,150.2935
20 Sep 1985,148.8544
23 Sep 1985,143.649
24 Sep 1985,143.497
25 Sep 1985,143.2213
26 Sep 1985,140.3929
27 Sep 1985,140.895
30 Sep 1985,140.475
01 Oct 1985,140.1759
02 Oct 1985,138.9867
03 Oct 1985,139.1723
04 Oct 1985,138.5368
07 Oct 1985,139.3554
08 Oct 1985,139.5887
09 Oct 1985,139.2161
10 Oct 1985,139.6359
11 Oct 1985,139.7644
14 Oct 1985,139.7964
15 Oct 1985,139.9681
16 Oct 1985,140.6204
17 Oct 1985,139.415
18 Oct 1985,139.2227
21 Oct 1985,139.2219
22 Oct 1985,139.2892
23 Oct 1985,139.3222
24 Oct 1985,139.7404
25 Oct 1985,139.2541
28 Oct 1985,138.9792
29 Oct 1985,138.3583
30 Oct 1985,138.0173
31 Oct 1985,137.8233
01 Nov 1985,137.5851
04 Nov 1985,137.086
05 Nov 1985,137.4057
06 Nov 1985,136.9213
07 Nov 1985,136.9212
08 Nov 1985,137.4546
11 Nov 1985,137.5882
12 Nov 1985,137.6222
13 Nov 1985,137.0791
14 Nov 1985,136.8529
15 Nov 1985,137.0441
18 Nov 1985,136.9202
19 Nov 1985,136.1807
20 Nov 1985,136.5779
21 Nov 1985,135.9676
22 Nov 1985,135.3627
25 Nov 1985,134.9717
26 Nov 1985,134.8087
27 Nov 1985,134.827
28 Nov 1985,134.503
29 Nov 1985,134.367
02 Dec 1985,134.9085
03 Dec 1985,135.5249
04 Dec 1985,134.849
05 Dec 1985,135.2427
06 Dec 1985,135.4665
09 Dec 1985,135.6695
10 Dec 1985,136.0765
11 Dec 1985,136.2427
12 Dec 1985,135.1306
13 Dec 1985,135.3932
16 Dec 1985,135.7086
17 Dec 1985,135.1435
18 Dec 1985,135.6917
19 Dec 1985,135.7637
20 Dec 1985,135.7609
23 Dec 1985,135.4503
24 Dec 1985,135.5454
27 Dec 1985,134.8897
30 Dec 1985,134.3049
31 Dec 1985,133.8016
02 Jan 1986,133.8991
03 Jan 1986,134.6996
06 Jan 1986,134.5284
07 Jan 1986,133.8799
08 Jan 1986,134.237
09 Jan 1986,134.4431
10 Jan 1986,133.9342
13 Jan 1986,135.2662
14 Jan 1986,135.0064
15 Jan 1986,134.6307
16 Jan 1986,134.6432
17 Jan 1986,134.6508
20 Jan 1986,135.0247
21 Jan 1986,134.8329
22 Jan 1986,134.3622
23 Jan 1986,134.9782
24 Jan 1986,133.5698
27 Jan 1986,133.0405
28 Jan 1986,132.887
29 Jan 1986,132.2152
30 Jan 1986,131.9153
31 Jan 1986,132.2103
03 Feb 1986,132.4165
04 Feb 1986,133.3354
05 Feb 1986,132.0155
06 Feb 1986,131.0009
07 Feb 1986,131.7282
10 Feb 1986,130.6768
11 Feb 1986,130.0536
12 Feb 1986,129.634
13 Feb 1986,128.9156
14 Feb 1986,128.33
17 Feb 1986,127.7618
18 Feb 1986,128.058
19 Feb 1986,125.9287
20 Feb 1986,126.8605
21 Feb 1986,127.3416
24 Feb 1986,126.8625
25 Feb 1986,125.9677
26 Feb 1986,125.542
27 Feb 1986,125.5721
28 Feb 1986,126.337
03 Mar 1986,126.1986
04 Mar 1986,125.4516
05 Mar 1986,125.9497
06 Mar 1986,126.3009
07 Mar 1986,125.661
10 Mar 1986,126.826
11 Mar 1986,126.1408
12 Mar 1986,126.299
13 Mar 1986,126.5824
14 Mar 1986,125.2476
17 Mar 1986,124.5687
18 Mar 1986,124.5463
19 Mar 1986,125.0972
20 Mar 1986,124.7589
21 Mar 1986,124.5749
24 Mar 1986,126.0853
25 Mar 1986,127.6008
26 Mar 1986,127.2876
27 Mar 1986,127.0596
01 Apr 1986,126.5647
02 Apr 1986,127.4789
03 Apr 1986,128.2634
04 Apr 1986,128.9203
07 Apr 1986,129.2431
08 Apr 1986,127.2583
09 Apr 1986,127.1473
10 Apr 1986,127.1763
11 Apr 1986,126.2913
14 Apr 1986,126.9852
15 Apr 1986,126.7446
16 Apr 1986,124.9958
17 Apr 1986,124.0405
18 Apr 1986,123.6001
21 Apr 1986,122.9465
22 Apr 1986,122.3774
23 Apr 1986,121.8665
24 Apr 1986,121.9035
25 Apr 1986,121.5585
28 Apr 1986,120.577
29 Apr 1986,120.8275
30 Apr 1986,120.6733
01 May 1986,121.928
02 May 1986,121.9416
06 May 1986,121.4316
07 May 1986,121.1728
08 May 1986,119.9912
09 May 1986,119.8714
12 May 1986,119.4459
13 May 1986,119.7128
14 May 1986,120.4973
15 May 1986,120.321
16 May 1986,121.3347
19 May 1986,122.0608
20 May 1986,122.33
21 May 1986,122.5003
22 May 1986,123.2683
23 May 1986,123.6012
27 May 1986,123.6124
28 May 1986,123.4556
29 May 1986,124.0379
30 May 1986,125.8039
02 Jun 1986,126.1886
03 Jun 1986,124.3057
04 Jun 1986,124.3224
05 Jun 1986,123.8092
06 Jun 1986,122.5754
09 Jun 1986,122.9124
10 Jun 1986,122.2182
11 Jun 1986,121.6147
12 Jun 1986,121.5246
13 Jun 1986,121.5195
16 Jun 1986,121.4776
17 Jun 1986,122.377
18 Jun 1986,122.9733
19 Jun 1986,122.6919
20 Jun 1986,122.9331
23 Jun 1986,123.571
24 Jun 1986,122.1749
25 Jun 1986,121.6422
26 Jun 1986,122.0934
27 Jun 1986,121.661
30 Jun 1986,120.8723
01 Jul 1986,120.2333
02 Jul 1986,120.3672
03 Jul 1986,119.7455
04 Jul 1986,119.577
07 Jul 1986,119.5869
08 Jul 1986,119.8456
09 Jul 1986,120.0245
10 Jul 1986,119.7665
11 Jul 1986,120.0853
14 Jul 1986,120.0969
15 Jul 1986,119.4661
16 Jul 1986,118.9592
17 Jul 1986,118.5083
18 Jul 1986,118.6693
21 Jul 1986,117.937
22 Jul 1986,118.4364
23 Jul 1986,119.1385
24 Jul 1986,118.6769
25 Jul 1986,119.3282
28 Jul 1986,118.7922
29 Jul 1986,118.2268
30 Jul 1986,118.0994
31 Jul 1986,117.2142
01 Aug 1986,117.1405
04 Aug 1986,117.1924
05 Aug 1986,117.5585
06 Aug 1986,117.1859
07 Aug 1986,116.8642
08 Aug 1986,117.1012
11 Aug 1986,116.7826
12 Aug 1986,117.2803
13 Aug 1986,117.1205
14 Aug 1986,116.6953
15 Aug 1986,116.8347
18 Aug 1986,117.042
19 Aug 1986,116.6741
20 Aug 1986,116.5378
21 Aug 1986,116.5046
22 Aug 1986,116.469
26 Aug 1986,117.0851
27 Aug 1986,117.0821
28 Aug 1986,117.4973
29 Aug 1986,116.7654
01 Sep 1986,116.3036
02 Sep 1986,116.4406
03 Sep 1986,116.4027
04 Sep 1986,116.4266
05 Sep 1986,116.7881
08 Sep 1986,117.5306
09 Sep 1986,117.2198
10 Sep 1986,117.2207
11 Sep 1986,118.0783
12 Sep 1986,117.4656
15 Sep 1986,116.985
16 Sep 1986,117.325
17 Sep 1986,116.8019
18 Sep 1986,115.7898
19 Sep 1986,115.468
22 Sep 1986,116.4941
23 Sep 1986,117.2627
24 Sep 1986,117.1916
25 Sep 1986,117.4278
26 Sep 1986,117.2148
29 Sep 1986,116.6765
30 Sep 1986,116.7981
01 Oct 1986,116.7984
02 Oct 1986,116.5298
03 Oct 1986,116.0587
06 Oct 1986,116.0567
07 Oct 1986,116.3214
08 Oct 1986,116.3601
09 Oct 1986,116.528
10 Oct 1986,116.0979
13 Oct 1986,115.927
14 Oct 1986,115.7575
15 Oct 1986,115.7589
16 Oct 1986,115.8246
17 Oct 1986,115.9497
20 Oct 1986,116.3498
21 Oct 1986,116.447
22 Oct 1986,116.4
23 Oct 1986,117.1894
24 Oct 1986,118.8725
27 Oct 1986,118.7887
28 Oct 1986,118.4032
29 Oct 1986,118.4706
30 Oct 1986,119.1912
31 Oct 1986,119.9373
03 Nov 1986,120.1104
04 Nov 1986,119.8654
05 Nov 1986,120.0166
06 Nov 1986,119.5687
07 Nov 1986,119.6709
10 Nov 1986,119.155
11 Nov 1986,118.8017
12 Nov 1986,118.3204
13 Nov 1986,118.3228
14 Nov 1986,118.1568
17 Nov 1986,118.6225
18 Nov 1986,118.6359
19 Nov 1986,118.4059
20 Nov 1986,118.5626
21 Nov 1986,119.0964
24 Nov 1986,119.1363
25 Nov 1986,118.1832
26 Nov 1986,118.0984
27 Nov 1986,118.118
28 Nov 1986,117.6309
01 Dec 1986,117.3454
02 Dec 1986,117.5694
03 Dec 1986,117.6573
04 Dec 1986,117.7296
05 Dec 1986,118.0725
08 Dec 1986,118.4742
09 Dec 1986,118.6013
10 Dec 1986,118.3427
11 Dec 1986,118.6163
12 Dec 1986,118.7875
15 Dec 1986,118.5472
16 Dec 1986,118.8837
17 Dec 1986,118.6828
18 Dec 1986,118.4683
19 Dec 1986,118.3976
22 Dec 1986,117.6552
23 Dec 1986,117.3453
24 Dec 1986,117.234
29 Dec 1986,116.1987
30 Dec 1986,116.4462
31 Dec 1986,115.4298
02 Jan 1987,115.1877
05 Jan 1987,115.814
06 Jan 1987,115.4738
07 Jan 1987,115.5731
08 Jan 1987,115.5012
09 Jan 1987,115.2967
12 Jan 1987,114.3615
13 Jan 1987,113.702
14 Jan 1987,112.4895
15 Jan 1987,112.1865
16 Jan 1987,112.3002
19 Jan 1987,110.8485
20 Jan 1987,111.9476
21 Jan 1987,112.2953
22 Jan 1987,111.2495
23 Jan 1987,111.6869
26 Jan 1987,111.5583
27 Jan 1987,111.0195
28 Jan 1987,109.905
29 Jan 1987,110.383
30 Jan 1987,111.6104
02 Feb 1987,111.123
03 Feb 1987,110.3591
04 Feb 1987,110.7911
05 Feb 1987,111.4787
06 Feb 1987,112.1803
09 Feb 1987,111.4155
10 Feb 1987,110.5229
11 Feb 1987,111.4566
12 Feb 1987,111.5308
13 Feb 1987,111.6797
16 Feb 1987,111.3059
17 Feb 1987,110.9187
18 Feb 1987,111.4219
19 Feb 1987,111.6669
20 Feb 1987,111.2577
23 Feb 1987,111.2927
24 Feb 1987,111.3692
25 Feb 1987,111.246
26 Feb 1987,110.9311
27 Feb 1987,111.0818
02 Mar 1987,111.03
03 Mar 1987,111.2072
04 Mar 1987,111.1632
05 Mar 1987,111.2466
06 Mar 1987,111.0211
09 Mar 1987,111.5174
10 Mar 1987,111.4148
11 Mar 1987,111.5826
12 Mar 1987,111.2234
13 Mar 1987,111.0601
16 Mar 1987,110.3149
17 Mar 1987,110.1092
18 Mar 1987,110.1986
19 Mar 1987,110.0353
20 Mar 1987,109.956
23 Mar 1987,109.3639
24 Mar 1987,109.2459
25 Mar 1987,109.2803
26 Mar 1987,109.2989
27 Mar 1987,108.7888
30 Mar 1987,108.0967
31 Mar 1987,108.1362
01 Apr 1987,108.5263
02 Apr 1987,108.7983
03 Apr 1987,108.058
06 Apr 1987,108.3638
07 Apr 1987,108.1566
08 Apr 1987,108.778
09 Apr 1987,108.1223
10 Apr 1987,107.1297
13 Apr 1987,106.9872
14 Apr 1987,106.9151
15 Apr 1987,107.2086
16 Apr 1987,107.5489
21 Apr 1987,107.3229
22 Apr 1987,107.8634
23 Apr 1987,107.4404
24 Apr 1987,106.4537
27 Apr 1987,106.0402
28 Apr 1987,106.8325
29 Apr 1987,106.8808
30 Apr 1987,106.8359
01 May 1987,106.6067
05 May 1987,106.0316
06 May 1987,105.8705
07 May 1987,106.1657
08 May 1987,106.5113
11 May 1987,106.7725
12 May 1987,106.4453
13 May 1987,106.7397
14 May 1987,106.4475
15 May 1987,106.2169
18 May 1987,106.3583
19 May 1987,106.4593
20 May 1987,106.2385
21 May 1987,106.617
22 May 1987,106.7905
26 May 1987,107.921
27 May 1987,108.5248
28 May 1987,108.2838
29 May 1987,108.4542
01 Jun 1987,108.9887
02 Jun 1987,107.413
03 Jun 1987,107.9313
04 Jun 1987,108.4858
05 Jun 1987,108.295
08 Jun 1987,107.9054
09 Jun 1987,107.6178
10 Jun 1987,107.2658
11 Jun 1987,107.4543
12 Jun 1987,107.9148
15 Jun 1987,108.7745
16 Jun 1987,108.5655
17 Jun 1987,108.5745
18 Jun 1987,108.6761
19 Jun 1987,108.8729
22 Jun 1987,109.2691
23 Jun 1987,109.3847
24 Jun 1987,108.7455
25 Jun 1987,108.9871
26 Jun 1987,108.9673
29 Jun 1987,109.2609
30 Jun 1987,109.1617
01 Jul 1987,109.0308
02 Jul 1987,109.2744
03 Jul 1987,109.703
06 Jul 1987,109.9398
07 Jul 1987,109.8288
08 Jul 1987,109.9178
09 Jul 1987,109.8492
10 Jul 1987,110.1302
13 Jul 1987,110.0955
14 Jul 1987,110.1718
15 Jul 1987,109.3608
16 Jul 1987,109.7546
17 Jul 1987,110.7103
20 Jul 1987,110.8696
21 Jul 1987,110.9157
22 Jul 1987,110.9795
23 Jul 1987,110.5957
24 Jul 1987,110.5633
27 Jul 1987,110.5697
28 Jul 1987,110.7838
29 Jul 1987,110.7121
30 Jul 1987,110.6176
31 Jul 1987,110.5115
03 Aug 1987,110.6791
04 Aug 1987,111.6089
05 Aug 1987,111.266
06 Aug 1987,111.2686
07 Aug 1987,111.7122
10 Aug 1987,111.8292
11 Aug 1987,111.8407
12 Aug 1987,111.6558
13 Aug 1987,111.5509
14 Aug 1987,110.9296
17 Aug 1987,110.9142
18 Aug 1987,109.5423
19 Aug 1987,109.0585
20 Aug 1987,108.5222
21 Aug 1987,107.7816
24 Aug 1987,107.5389
25 Aug 1987,107.8609
26 Aug 1987,108.0824
27 Aug 1987,107.4293
28 Aug 1987,107.4933
01 Sep 1987,107.1951
02 Sep 1987,106.7922
03 Sep 1987,106.5294
04 Sep 1987,106.7233
07 Sep 1987,106.5926
08 Sep 1987,106.6045
09 Sep 1987,106.8417
10 Sep 1987,107.2989
11 Sep 1987,106.9069
14 Sep 1987,108.0027
15 Sep 1987,107.5873
16 Sep 1987,107.6573
17 Sep 1987,107.4689
18 Sep 1987,107.0662
21 Sep 1987,107.4285
22 Sep 1987,107.7191
23 Sep 1987,107.754
24 Sep 1987,107.78
25 Sep 1987,107.6947
28 Sep 1987,107.8116
29 Sep 1987,108.5476
30 Sep 1987,108.6322
01 Oct 1987,108.9431
02 Oct 1987,108.762
05 Oct 1987,108.928
06 Oct 1987,108.4943
07 Oct 1987,108.0775
08 Oct 1987,107.8165
09 Oct 1987,107.4451
12 Oct 1987,107.1503
13 Oct 1987,107.4947
14 Oct 1987,106.9573
15 Oct 1987,106.4125
16 Oct 1987,106.5984
19 Oct 1987,105.5514
20 Oct 1987,107.3556
21 Oct 1987,107.4174
22 Oct 1987,107.6178
23 Oct 1987,107.2037
26 Oct 1987,106.0222
27 Oct 1987,106.0518
28 Oct 1987,104.99
29 Oct 1987,104.3544
30 Oct 1987,104.544
02 Nov 1987,103.9916
03 Nov 1987,104.1312
04 Nov 1987,103.8387
05 Nov 1987,102.963
06 Nov 1987,102.3425
09 Nov 1987,101.9789
10 Nov 1987,102.0506
11 Nov 1987,102.3898
12 Nov 1987,102.8325
13 Nov 1987,103.0206
16 Nov 1987,103.7639
17 Nov 1987,102.925
18 Nov 1987,103.0413
19 Nov 1987,102.5603
20 Nov 1987,102.2832
23 Nov 1987,101.9143
24 Nov 1987,102.5452
25 Nov 1987,101.9343
26 Nov 1987,101.833
27 Nov 1987,101.4308
30 Nov 1987,100.4146
01 Dec 1987,101.0139
02 Dec 1987,101.0359
03 Dec 1987,101.3511
04 Dec 1987,101.4285
07 Dec 1987,101.4871
08 Dec 1987,101.4089
09 Dec 1987,101.0744
10 Dec 1987,99.9616
11 Dec 1987,99.5214
14 Dec 1987,99.0859
15 Dec 1987,99.1998
16 Dec 1987,99.2361
17 Dec 1987,98.674
18 Dec 1987,99.0112
21 Dec 1987,99.0945
22 Dec 1987,98.8773
23 Dec 1987,99.2225
24 Dec 1987,98.7355
29 Dec 1987,97.3211
30 Dec 1987,97.3149
31 Dec 1987,95.9708
04 Jan 1988,96.8006
05 Jan 1988,98.6234
06 Jan 1988,99.9182
07 Jan 1988,99.3925
08 Jan 1988,99.7192
11 Jan 1988,99.153
12 Jan 1988,98.8917
13 Jan 1988,98.6791
14 Jan 1988,98.8659
15 Jan 1988,100.7374
18 Jan 1988,100.7705
19 Jan 1988,100.4705
20 Jan 1988,99.5122
21 Jan 1988,99.5127
22 Jan 1988,99.7569
25 Jan 1988,99.9045
26 Jan 1988,99.8101
27 Jan 1988,99.6791
28 Jan 1988,99.4877
29 Jan 1988,99.8253
01 Feb 1988,100.6404
02 Feb 1988,100.073
03 Feb 1988,100.0617
04 Feb 1988,100.3292
05 Feb 1988,100.4019
08 Feb 1988,100.2717
09 Feb 1988,100.6454
10 Feb 1988,100.2455
11 Feb 1988,100.2466
12 Feb 1988,101.192
15 Feb 1988,100.9742
16 Feb 1988,101.0213
17 Feb 1988,100.9137
18 Feb 1988,100.77
19 Feb 1988,100.7351
22 Feb 1988,100.5144
23 Feb 1988,100.2889
24 Feb 1988,100.0952
25 Feb 1988,100.1959
26 Feb 1988,99.9327
29 Feb 1988,99.8843
01 Mar 1988,99.738
02 Mar 1988,100.1005
03 Mar 1988,100.0654
04 Mar 1988,99.9732
07 Mar 1988,99.2805
08 Mar 1988,98.8546
09 Mar 1988,98.8634
10 Mar 1988,98.9766
11 Mar 1988,98.6462
14 Mar 1988,98.6912
15 Mar 1988,98.6059
16 Mar 1988,98.7529
17 Mar 1988,99.3056
18 Mar 1988,99.5514
21 Mar 1988,99.0522
22 Mar 1988,99.1923
23 Mar 1988,98.9362
24 Mar 1988,98.5281
25 Mar 1988,98.3738
28 Mar 1988,97.6034
29 Mar 1988,97.51
30 Mar 1988,97.8665
31 Mar 1988,97.1761
05 Apr 1988,97.7636
06 Apr 1988,97.7265
07 Apr 1988,98.2644
08 Apr 1988,98.236
11 Apr 1988,98.5318
12 Apr 1988,98.4791
13 Apr 1988,98.5708
14 Apr 1988,97.3496
15 Apr 1988,97.1015
18 Apr 1988,97.1616
19 Apr 1988,97.2464
20 Apr 1988,97.0899
21 Apr 1988,97.2316
22 Apr 1988,97.564
25 Apr 1988,97.6868
26 Apr 1988,97.575
27 Apr 1988,97.7699
28 Apr 1988,97.5205
29 Apr 1988,97.6639
03 May 1988,97.8311
04 May 1988,97.9452
05 May 1988,97.7517
06 May 1988,97.9523
09 May 1988,97.9141
10 May 1988,97.6947
11 May 1988,97.5221
12 May 1988,97.6129
13 May 1988,97.7034
16 May 1988,97.7889
17 May 1988,98.5621
18 May 1988,98.6795
19 May 1988,98.3788
20 May 1988,98.424
23 May 1988,98.346
24 May 1988,98.201
25 May 1988,98.2773
26 May 1988,98.2801
27 May 1988,98.5857
31 May 1988,98.818
01 Jun 1988,98.9504
02 Jun 1988,99.4623
03 Jun 1988,99.1732
06 Jun 1988,99.2296
07 Jun 1988,99.0164
08 Jun 1988,98.5975
09 Jun 1988,98.6881
10 Jun 1988,98.5793
13 Jun 1988,98.7445
14 Jun 1988,99.386
15 Jun 1988,99.5945
16 Jun 1988,99.3166
17 Jun 1988,99.4226
20 Jun 1988,99.4591
21 Jun 1988,99.5055
22 Jun 1988,100.4624
23 Jun 1988,100.4984
24 Jun 1988,101.3923
27 Jun 1988,102.2319
28 Jun 1988,101.7983
29 Jun 1988,102.9061
30 Jun 1988,103.0493
01 Jul 1988,103.2934
04 Jul 1988,103.9229
05 Jul 1988,103.207
06 Jul 1988,102.808
07 Jul 1988,102.2136
08 Jul 1988,103.0702
11 Jul 1988,103.2997
12 Jul 1988,103.0896
13 Jul 1988,103.2961
14 Jul 1988,103.2986
15 Jul 1988,104.6238
18 Jul 1988,104.5353
19 Jul 1988,103.8217
20 Jul 1988,103.116
21 Jul 1988,102.7298
22 Jul 1988,102.0135
25 Jul 1988,102.607
26 Jul 1988,103.4
27 Jul 1988,102.7242
28 Jul 1988,103.1819
29 Jul 1988,103.6595
01 Aug 1988,103.675
02 Aug 1988,103.5941
03 Aug 1988,103.6025
04 Aug 1988,103.6795
05 Aug 1988,104.1907
08 Aug 1988,104.5275
09 Aug 1988,105.1594
10 Aug 1988,105.5097
11 Aug 1988,104.9288
12 Aug 1988,104.05
15 Aug 1988,104.3322
16 Aug 1988,103.7842
17 Aug 1988,105.2663
18 Aug 1988,104.8781
19 Aug 1988,104.711
22 Aug 1988,105.4375
23 Aug 1988,105.2164
24 Aug 1988,105.194
25 Aug 1988,104.5112
26 Aug 1988,104.5008
30 Aug 1988,104.8834
31 Aug 1988,105.0265
01 Sep 1988,105.7127
02 Sep 1988,105.3819
05 Sep 1988,104.9785
06 Sep 1988,104.5617
07 Sep 1988,104.2771
08 Sep 1988,104.4108
09 Sep 1988,104.2687
12 Sep 1988,104.15
13 Sep 1988,104.0939
14 Sep 1988,104.7505
15 Sep 1988,104.6903
16 Sep 1988,104.7639
19 Sep 1988,104.4885
20 Sep 1988,104.4237
21 Sep 1988,104.6011
22 Sep 1988,104.8148
23 Sep 1988,104.7696
26 Sep 1988,105.0569
27 Sep 1988,104.7756
28 Sep 1988,104.7645
29 Sep 1988,104.7085
30 Sep 1988,104.6858
03 Oct 1988,104.0318
04 Oct 1988,103.7984
05 Oct 1988,103.89
06 Oct 1988,103.9537
07 Oct 1988,103.7938
10 Oct 1988,103.3423
11 Oct 1988,102.9127
12 Oct 1988,102.2893
13 Oct 1988,101.3548
14 Oct 1988,101.1462
17 Oct 1988,100.9586
18 Oct 1988,100.9149
19 Oct 1988,100.8421
20 Oct 1988,100.5094
21 Oct 1988,100.3501
24 Oct 1988,100.3875
25 Oct 1988,100.3659
26 Oct 1988,99.8005
27 Oct 1988,99.9273
28 Oct 1988,99.9276
31 Oct 1988,100.1595
01 Nov 1988,100.622
02 Nov 1988,100.167
03 Nov 1988,99.8062
04 Nov 1988,100.4337
07 Nov 1988,100.4175
08 Nov 1988,100.6889
09 Nov 1988,99.7683
10 Nov 1988,99.5041
11 Nov 1988,98.4684
14 Nov 1988,99.0606
15 Nov 1988,99.1746
16 Nov 1988,98.465
17 Nov 1988,98.7616
18 Nov 1988,98.65
21 Nov 1988,98.0079
22 Nov 1988,97.431
23 Nov 1988,97.1341
24 Nov 1988,96.9426
25 Nov 1988,96.8537
28 Nov 1988,97.5327
29 Nov 1988,97.2437
30 Nov 1988,97.4463
01 Dec 1988,97.0068
02 Dec 1988,97.0728
05 Dec 1988,96.7788
06 Dec 1988,97.0043
07 Dec 1988,98.2751
08 Dec 1988,97.7649
09 Dec 1988,97.5367
12 Dec 1988,97.9792
13 Dec 1988,98.1544
14 Dec 1988,97.8704
15 Dec 1988,98.2915
16 Dec 1988,99.0338
19 Dec 1988,98.8109
20 Dec 1988,99.3936
21 Dec 1988,99.1228
22 Dec 1988,99.1567
23 Dec 1988,99.2442
28 Dec 1988,99.8926
29 Dec 1988,99.6498
30 Dec 1988,99.0961
03 Jan 1989,98.3669
04 Jan 1989,99.4018
05 Jan 1989,99.5871
06 Jan 1989,100.3217
09 Jan 1989,100.5936
10 Jan 1989,100.6498
11 Jan 1989,100.4693
12 Jan 1989,100.479
13 Jan 1989,100.6291
16 Jan 1989,101.6758
17 Jan 1989,101.4675
18 Jan 1989,101.6081
19 Jan 1989,101.9147
